Year,Economic activity,Gender,Economically active population,Monthly average wage,Paid employment workers,Sector GDP,Bachelors,Diploma,Master,Doctorate,Pre-University Diploma
2019,Transportation and storage,M,65920,14575,65060,27270.0,0.0,0.0,0.0,0.0,0.0
2019,Accommodation and food service activities,M,53649,5858,53383,5567.0,0.0,0.0,0.0,0.0,0.0
2019,Information and communication,M,12187,30845,12143,9531.0,0.0,0.0,2.0,0.0,0.0
2019,Financial and insurance activities,M,8800,29439,8486,52015.0,213.0,0.0,11.0,0.0,0.0
2019,Real estate activities,M,10086,17042,9549,41422.0,0.0,0.0,0.0,0.0,0.0
2019,"Professional, scientific and technical activities",M,16674,22294,16422,10491.0,0.0,0.0,0.0,0.0,0.0
2019,Administrative and support service activities,M,77874,6590,77679,10491.0,0.0,0.0,0.0,0.0,0.0
2019,Public administration and defence; compulsory social security,M,62392,30321,62332,52675.0,56.0,0.0,8.0,0.0,11.0
2019,Education,M,18188,25868,18008,11946.0,39.0,7.0,20.0,0.0,241.0
2019,Human health and social work activities,M,21438,23273,21168,13809.0,0.0,0.0,16.0,0.0,0.0
2019,"Arts, entertainment and recreation",M,4464,20652,4419,4303.0,149.0,0.0,0.0,0.0,0.0
2019,Other service activities,M,11452,11607,11320,4303.0,0.0,0.0,0.0,0.0,0.0
2019,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,M,66263,3070,66263,4348.0,0.0,0.0,0.0,0.0,0.0
2020,"Agriculture, forestry and fishing",F,0,0,0,1781.0,0.0,0.0,0.0,0.0,0.0
2020,Mining and quarrying,F,3653,21918,3653,152343.0,0.0,0.0,0.0,0.0,0.0
2020,Manufacturing,F,1598,13520,1582,41586.0,0.0,0.0,0.0,0.0,0.0
2020,"Electricity, gas, steam and air conditioning supply",F,1764,23167,1764,3026.5,0.0,0.0,0.0,0.0,0.0
2020,"Water supply; sewerage, waste management and remediation activities",F,332,17292,332,3026.5,0.0,0.0,0.0,0.0,0.0
2020,Construction,F,2930,15342,2930,75112.0,0.0,0.0,0.0,0.0,0.0
2020,Wholesale and retail trade; repair of motor vehicles and motorcycles,F,22701,8919,22481,44069.0,0.0,0.0,0.0,0.0,0.0
2020,Transportation and storage,F,8493,18373,8449,21403.0,0.0,0.0,0.0,0.0,0.0
2020,Accommodation and food service activities,F,15477,7141,15477,4739.0,0.0,0.0,0.0,0.0,0.0
2020,Information and communication,F,3747,23623,3731,9566.0,0.0,0.0,7.0,0.0,0.0
2020,Financial and insurance activities,F,5593,24106,5577,53490.0,582.0,0.0,49.0,0.0,0.0
2020,Real estate activities,F,1278,21604,1218,39585.0,0.0,0.0,0.0,0.0,0.0
2020,"Professional, scientific and technical activities",F,3581,14707,3533,9631.0,0.0,0.0,0.0,0.0,0.0
2020,Administrative and support service activities,F,33351,4421,33307,9631.0,0.0,0.0,0.0,0.0,0.0
2020,Public administration and defence; compulsory social security,F,20047,24963,20003,48255.0,177.0,0.0,17.0,1.0,0.0
2020,Education,F,34990,23790,34974,11559.0,385.0,35.0,37.0,0.0,433.0
2020,Human health and social work activities,F,26875,20537,26843,13771.0,112.0,0.0,36.0,0.0,0.0
2020,"Arts, entertainment and recreation",F,1525,22107,1525,3762.5,792.0,0.0,0.0,0.0,0.0
2020,Other service activities,F,6316,9006,6300,3762.5,0.0,0.0,0.0,0.0,0.0
2020,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,F,97068,3015,97068,4028.0,0.0,0.0,0.0,0.0,0.0
2020,"Agriculture, forestry and fishing",M,27964,4766,27904,1781.0,0.0,0.0,0.0,0.0,0.0
2020,Mining and quarrying,M,31868,34363,31720,152343.0,0.0,0.0,0.0,0.0,0.0
2020,Manufacturing,M,99957,9762,99415,41586.0,0.0,0.0,0.0,0.0,0.0
2020,"Electricity, gas, steam and air conditioning supply",M,10522,24726,10522,3026.5,0.0,0.0,0.0,0.0,0.0
2020,"Water supply; sewerage, waste management and remediation activities",M,849,19143,849,3026.5,0.0,0.0,0.0,0.0,0.0
2020,Construction,M,749682,5817,747905,75112.0,0.0,0.0,0.0,0.0,0.0
2020,Wholesale and retail trade; repair of motor vehicles and motorcycles,M,221487,7527,218995,44069.0,0.0,0.0,0.0,0.0,0.0
2020,Transportation and storage,M,127764,12015,127616,21403.0,0.0,0.0,0.0,0.0,0.0
2020,Accommodation and food service activities,M,72114,6496,71990,4739.0,0.0,0.0,0.0,0.0,0.0
2020,Information and communication,M,17787,30423,17646,9566.0,0.0,0.0,3.0,0.0,0.0
2020,Financial and insurance activities,M,16443,27287,16223,53490.0,229.0,0.0,16.0,0.0,0.0
2020,Real estate activities,M,18243,17003,17455,39585.0,0.0,0.0,0.0,0.0,0.0
2020,"Professional, scientific and technical activities",M,44098,19163,43614,9631.0,0.0,0.0,0.0,0.0,0.0
2020,Administrative and support service activities,M,150947,6539,150795,9631.0,0.0,0.0,0.0,0.0,0.0
2020,Public administration and defence; compulsory social security,M,90636,30302,90540,48255.0,75.0,0.0,9.0,0.0,19.0
2020,Education,M,19453,25975,19169,11559.0,27.0,7.0,20.0,0.0,219.0
2020,Human health and social work activities,M,48569,22916,48268,13771.0,0.0,0.0,4.0,0.0,0.0
2020,"Arts, entertainment and recreation",M,8955,20027,8895,3762.5,163.0,0.0,0.0,0.0,0.0
2020,Other service activities,M,5823,10121,5807,3762.5,0.0,0.0,0.0,0.0,0.0
2020,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,M,66542,3005,66542,4028.0,0.0,0.0,0.0,0.0,0.0
2021,"Agriculture, forestry and fishing",F,0,0,0,1951.0,0.0,0.0,0.0,0.0,0.0
2021,Mining and quarrying,F,3850,21322,3850,240752.0,0.0,0.0,0.0,0.0,0.0
2021,Manufacturing,F,1493,15350,1452,57323.0,0.0,0.0,0.0,0.0,0.0
2021,"Electricity, gas, steam and air conditioning supply",F,2171,23052,2171,3258.5,0.0,0.0,0.0,0.0,0.0
2021,"Water supply; sewerage, waste management and remediation activities",F,247,18375,247,3258.5,0.0,0.0,0.0,0.0,0.0
2021,Construction,F,3751,14752,3751,87839.0,0.0,0.0,0.0,0.0,0.0
2021,Wholesale and retail trade; repair of motor vehicles and motorcycles,F,27886,10370,27663,47671.0,0.0,0.0,0.0,0.0,0.0
2021,Transportation and storage,F,9827,18480,9827,26573.0,0.0,0.0,0.0,0.0,5.0
2021,Accommodation and food service activities,F,22036,6028,22004,5922.0,0.0,0.0,0.0,0.0,0.0
2021,Information and communication,F,3851,22951,3851,10288.0,17.0,0.0,3.0,0.0,0.0
2021,Financial and insurance activities,F,5777,24960,5777,62873.0,437.0,0.0,8.0,0.0,0.0
2021,Real estate activities,F,1334,19884,1293,38163.0,0.0,0.0,0.0,0.0,0.0
2021,"Professional, scientific and technical activities",F,3402,14674,3354,10239.5,0.0,0.0,0.0,0.0,0.0
2021,Administrative and support service activities,F,34185,5328,34126,10239.5,0.0,0.0,0.0,0.0,0.0
2021,Public administration and defence; compulsory social security,F,22953,26327,22871,44945.0,292.0,0.0,26.0,0.0,0.0
2021,Education,F,30974,22962,30933,11243.0,325.0,22.0,20.0,0.0,458.0
2021,Human health and social work activities,F,28348,20372,28315,13310.0,33.0,0.0,5.0,0.0,0.0
2021,"Arts, entertainment and recreation",F,1787,21734,1787,3760.5,819.0,0.0,0.0,0.0,0.0
2021,Other service activities,F,5757,7816,5741,3760.5,0.0,0.0,0.0,0.0,0.0
2021,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,F,96373,3037,96373,3900.0,0.0,0.0,0.0,0.0,0.0
2021,"Agriculture, forestry and fishing",M,26719,4238,26657,1951.0,0.0,0.0,0.0,0.0,0.0
2021,Mining and quarrying,M,29834,34064,29748,240752.0,0.0,0.0,0.0,0.0,0.0
2021,Manufacturing,M,104771,9779,104160,57323.0,0.0,0.0,0.0,0.0,0.0
2021,"Electricity, gas, steam and air conditioning supply",M,11213,25272,11213,3258.5,0.0,0.0,0.0,0.0,0.0
2021,"Water supply; sewerage, waste management and remediation activities",M,1320,26547,1320,3258.5,0.0,0.0,0.0,0.0,0.0
2021,Construction,M,664290,5735,662300,87839.0,0.0,0.0,0.0,0.0,0.0
2021,Wholesale and retail trade; repair of motor vehicles and motorcycles,M,217767,8899,215328,47671.0,0.0,0.0,0.0,0.0,0.0
2021,Transportation and storage,M,126090,11414,125978,26573.0,0.0,0.0,0.0,0.0,27.0
2021,Accommodation and food service activities,M,53115,6245,53031,5922.0,0.0,0.0,0.0,0.0,0.0
2021,Information and communication,M,17039,30222,16939,10288.0,5.0,0.0,0.0,0.0,0.0
2021,Financial and insurance activities,M,15898,30244,15825,62873.0,134.0,0.0,2.0,0.0,0.0
2021,Real estate activities,M,14778,14897,14249,38163.0,0.0,0.0,0.0,0.0,0.0
2021,"Professional, scientific and technical activities",M,45602,15363,45265,10239.5,0.0,0.0,0.0,0.0,0.0
2021,Administrative and support service activities,M,144848,4460,144639,10239.5,0.0,0.0,0.0,0.0,0.0
2021,Public administration and defence; compulsory social security,M,88245,30698,88195,44945.0,161.0,0.0,41.0,0.0,0.0
2021,Education,M,26434,22142,26178,11243.0,11.0,0.0,6.0,0.0,337.0
2021,Human health and social work activities,M,47437,22674,47178,13310.0,4.0,0.0,0.0,0.0,0.0
2021,"Arts, entertainment and recreation",M,3714,25759,3656,3760.5,117.0,0.0,0.0,0.0,0.0
2021,Other service activities,M,4958,9542,4945,3760.5,0.0,0.0,0.0,0.0,0.0
2021,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,M,64413,3050,64413,3900.0,0.0,0.0,0.0,0.0,0.0
2022,"Agriculture, forestry and fishing",F,0,0,0,2201.0,0.0,0.0,0.0,0.0,0.0
2022,Mining and quarrying,F,4210,21819,4210,380261.0,0.0,0.0,0.0,0.0,0.0
2022,Manufacturing,F,2254,16562,2254,79667.0,0.0,0.0,0.0,0.0,0.0
2022,"Electricity, gas, steam and air conditioning supply",F,2718,22914,2718,3402.5,0.0,0.0,0.0,0.0,0.0
2022,"Water supply; sewerage, waste management and remediation activities",F,313,18331,313,3402.5,0.0,0.0,0.0,0.0,0.0
2022,Construction,F,7122,14304,7052,93949.0,0.0,0.0,0.0,0.0,0.0
2022,Wholesale and retail trade; repair of motor vehicles and motorcycles,F,25773,9860,25711,54617.0,0.0,0.0,0.0,0.0,0.0
2022,Transportation and storage,F,15540,18576,15540,36608.0,53.0,0.0,0.0,0.0,6.0
2022,Accommodation and food service activities,F,22791,7372,22728,7135.0,0.0,0.0,0.0,0.0,0.0
2022,Information and communication,F,5253,23930,5253,11438.0,23.0,0.0,2.0,6.0,0.0
2022,Financial and insurance activities,F,7106,28036,7090,70382.0,757.0,0.0,20.0,0.0,0.0
2022,Real estate activities,F,2024,22167,2024,44020.0,0.0,0.0,0.0,0.0,0.0
2022,"Professional, scientific and technical activities",F,6159,14651,5912,11658.5,0.0,0.0,0.0,0.0,0.0
2022,Administrative and support service activities,F,29552,9699,29436,11658.5,0.0,0.0,0.0,0.0,0.0
2022,Public administration and defence; compulsory social security,F,23516,27916,23516,45589.0,372.0,0.0,25.0,1.0,0.0
2022,Education,F,41777,23999,41761,11467.0,530.0,20.0,52.0,0.0,536.0
2022,Human health and social work activities,F,44923,19296,44892,13391.0,192.0,0.0,36.0,1.0,0.0
2022,"Arts, entertainment and recreation",F,3477,21579,3402,3848.0,999.0,0.0,0.0,0.0,0.0
2022,Other service activities,F,4229,7292,4213,3848.0,0.0,0.0,0.0,0.0,0.0
2022,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,F,101876,3055,101876,5019.0,0.0,0.0,0.0,0.0,0.0
2022,"Agriculture, forestry and fishing",M,36956,4336,36834,2201.0,0.0,0.0,0.0,0.0,0.0
2022,Mining and quarrying,M,29945,34356,29945,380261.0,0.0,0.0,0.0,0.0,0.0
2022,Manufacturing,M,105557,9674,105123,79667.0,0.0,0.0,0.0,0.0,0.0
2022,"Electricity, gas, steam and air conditioning supply",M,11816,25976,11816,3402.5,0.0,0.0,0.0,0.0,0.0
2022,"Water supply; sewerage, waste management and remediation activities",M,4233,25864,4233,3402.5,0.0,0.0,0.0,0.0,0.0
2022,Construction,M,662652,5800,660791,93949.0,0.0,0.0,0.0,0.0,0.0
2022,Wholesale and retail trade; repair of motor vehicles and motorcycles,M,222744,8046,220224,54617.0,0.0,0.0,0.0,0.0,0.0
2022,Transportation and storage,M,126481,11034,126321,36608.0,33.0,0.0,0.0,0.0,47.0
2022,Accommodation and food service activities,M,67171,6797,66946,7135.0,0.0,0.0,0.0,0.0,0.0
2022,Information and communication,M,19279,30545,19263,11438.0,23.0,0.0,8.0,0.0,0.0
2022,Financial and insurance activities,M,18995,30241,18917,70382.0,233.0,0.0,12.0,0.0,0.0
2022,Real estate activities,M,18954,14498,18352,44020.0,0.0,0.0,0.0,0.0,0.0
2022,"Professional, scientific and technical activities",M,26837,16353,26530,11658.5,0.0,0.0,0.0,0.0,0.0
2022,Administrative and support service activities,M,161223,4923,160951,11658.5,0.0,0.0,0.0,0.0,0.0
2022,Public administration and defence; compulsory social security,M,88887,31540,88755,45589.0,139.0,0.0,30.0,0.0,15.0
2022,Education,M,32326,23987,32047,11467.0,41.0,25.0,8.0,1.0,383.0
2022,Human health and social work activities,M,52796,22390,52528,13391.0,17.0,0.0,1.0,0.0,0.0
2022,"Arts, entertainment and recreation",M,9517,25338,9427,3848.0,150.0,0.0,0.0,0.0,0.0
2022,Other service activities,M,9431,11934,9403,3848.0,0.0,0.0,0.0,0.0,0.0
2022,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,M,66750,3079,66750,5019.0,0.0,0.0,0.0,0.0,0.0
2023,"Agriculture, forestry and fishing",F,0,0,0,2270.0,0.0,0.0,0.0,0.0,0.0
2023,Mining and quarrying,F,4373,22086,4373,304505.0,0.0,0.0,0.0,0.0,0.0
2023,Manufacturing,F,2787,16076,2753,67180.0,0.0,0.0,0.0,0.0,0.0
2023,"Electricity, gas, steam and air conditioning supply",F,3196,22913,3196,3669.5,0.0,0.0,0.0,0.0,0.0
2023,"Water supply; sewerage, waste management and remediation activities",F,297,19385,297,3669.5,0.0,0.0,0.0,0.0,0.0
2023,Construction,F,8561,14410,8489,89028.0,0.0,0.0,0.0,0.0,0.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,F,27759,9601,27679,56222.0,0.0,0.0,0.0,0.0,0.0
2023,Transportation and storage,F,21563,18504,21532,36859.0,27.0,0.0,0.0,0.0,8.0
2023,Accommodation and food service activities,F,22372,7701,22262,6915.0,0.0,0.0,0.0,0.0,0.0
2023,Information and communication,F,6470,23592,6470,10960.0,39.0,0.0,7.0,1.0,0.0
2023,Financial and insurance activities,F,10187,28201,10115,82943.0,811.0,0.0,20.0,0.0,0.0
2023,Real estate activities,F,2902,22206,2902,47344.0,0.0,0.0,0.0,0.0,0.0
2023,"Professional, scientific and technical activities",F,5530,14898,5288,12015.5,0.0,0.0,0.0,0.0,0.0
2023,Administrative and support service activities,F,33178,9741,33147,12015.5,0.0,0.0,0.0,0.0,0.0
2023,Public administration and defence; compulsory social security,F,24287,28019,24287,47751.0,366.0,0.0,28.0,2.0,0.0
2023,Education,F,45523,24391,45460,12082.0,552.0,20.0,50.0,1.0,448.0
2023,Human health and social work activities,F,49966,19114,49935,13929.0,264.0,0.0,35.0,2.0,0.0
2023,"Arts, entertainment and recreation",F,4204,21441,4204,3996.5,1012.0,0.0,0.0,0.0,0.0
2023,Other service activities,F,3947,8217,3911,3996.5,0.0,0.0,0.0,0.0,0.0
2023,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,F,101069,3051,101069,4046.0,0.0,0.0,0.0,0.0,0.0
2023,"Agriculture, forestry and fishing",M,37316,4120,37184,2270.0,0.0,0.0,0.0,0.0,0.0
2023,Mining and quarrying,M,30347,34350,30347,304505.0,0.0,0.0,0.0,0.0,0.0
2023,Manufacturing,M,104851,9732,104622,67180.0,0.0,0.0,0.0,0.0,0.0
2023,"Electricity, gas, steam and air conditioning supply",M,13987,25954,13987,3669.5,0.0,0.0,0.0,0.0,0.0
2023,"Water supply; sewerage, waste management and remediation activities",M,6557,25494,6557,3669.5,0.0,0.0,0.0,0.0,0.0
2023,Construction,M,662082,5870,659811,89028.0,0.0,0.0,0.0,0.0,0.0
2023,Wholesale and retail trade; repair of motor vehicles and motorcycles,M,226814,7965,224180,56222.0,0.0,0.0,0.0,0.0,0.0
2023,Transportation and storage,M,128398,11085,128160,36859.0,41.0,0.0,0.0,0.0,64.0
2023,Accommodation and food service activities,M,73266,6845,73128,6915.0,0.0,0.0,0.0,0.0,0.0
2023,Information and communication,M,19676,30151,19495,10960.0,45.0,0.0,3.0,0.0,0.0
2023,Financial and insurance activities,M,18834,30052,18741,82943.0,259.0,0.0,5.0,0.0,0.0
2023,Real estate activities,M,18733,13776,18251,47344.0,0.0,0.0,0.0,0.0,0.0
2023,"Professional, scientific and technical activities",M,27332,16216,26906,12015.5,0.0,0.0,0.0,0.0,0.0
2023,Administrative and support service activities,M,163897,4701,163682,12015.5,0.0,0.0,0.0,0.0,0.0
2023,Public administration and defence; compulsory social security,M,88928,32849,88881,47751.0,143.0,0.0,12.0,3.0,11.0
2023,Education,M,31492,25789,31029,12082.0,44.0,17.0,8.0,4.0,343.0
2023,Human health and social work activities,M,54924,22968,54571,13929.0,41.0,0.0,7.0,1.0,0.0
2023,"Arts, entertainment and recreation",M,9750,24522,9583,3996.5,130.0,0.0,0.0,0.0,0.0
2023,Other service activities,M,11005,11479,11005,3996.5,0.0,0.0,0.0,0.0,0.0
2023,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,M,66195,3115,66195,4046.0,0.0,0.0,0.0,0.0,0.0
